Data,Rating,Titolo,Testo,Locale,Etichetta
2018-03-13,40,aperitivo goloso e curato,posticino accogliente drink ottimi vasta scelta anche x i cocktail analcolici aperitivo goloso tra polpettine di carnepizza fatta in casa sfornata in continuazione verdure affettati salsine stuzzicanti limpressione è che sia molto curato torneremo sicuramenteconsiglioprenotare x trovare posto,melzideril,pos
2018-03-06,50,buon brunch in centro a milano,sono stata qui per un brunch domenicale con amici leggendo le recensioni ero un po titubante ma mi sono ricreduta il personale è gentile e disponibile il locale particolare e curato nei dettagli le opzioni di brunch sono quattro tutte molto abbondanti anche se a un prezzo non molto economico ma è un menu che sazia davvero quindi il gioco vale la candela consiglio la prenotazione e se riuscite scegliere per la domenica la fascia oraria 12001330 lo consiglio,melzideril,pos
2018-03-04,40,brunch buono,ho provato il brunch in questo locale e lho trovato molto buono e abbondante sinceramente non capisco le recensioni negative infatti sono andata lì prevenuta ma alla fine ne sono uscita sazia e soddisfatta è caro ma comunque considerando quantità e qualità del cibo ci può stare lo consiglio,melzideril,pos
2018-03-04,40,pulito ed accoglientr,posto molto pulito con vetrine brillantimiinvogliava molto ad entrare cosi ho provato ed ho bevuto un ottimo caffe d orzo e una brioche molto genuina nn ho provato il salatoma penso lo faro prox occasione,melzideril,pos
2018-02-25,10,terribile!!!!,esperienza a dir poco negativa abbiamo prenotato un tavolo per un brunch domenicale alle 1330 il locale alle 1325 ci chiama dicendo che hanno circa mezzora di ritardo alle 1430 ci dicono di accomodarci in un tavolo improponibile per il numero delle persone prenotate dopo la ns richiesta di un tavolo piu grandeordiniamo e arriva il cibo x le 1520 hamburger crudo nonostante avessi specificato alla cameriera che era per una donna incinta tutto organizzato malissimo personale poco cortese e totale da pagare illegale per quello che ci è stato portato,melzideril,neg
2018-02-14,50,"bravi, simpatici, educati.",si sono bravi simpatici e da non sottovalutare leducazione dote che spesso in un certo ambiente milanese è stata sostituita dalla cafonaggine ottimo aperitivo con pizza sfornata al momento patatine home made e ottimi drinks ambiente rilassato chic e non da vittime dellapparire raccomandato ,melzideril,pos
2018-02-02,10,pessimo da evitare il pomeriggio / pre aperitivo,in una delle zone più belle di milano un locale come pandenus dovrebbe evitare di avere un servizio pessimo e non allaltezza dei prezzi faccio questa recensione perché leducazione e la gentilezza verso i clienti sono indispensabili due episodi entrambi molto sgradevoli negli unici due pomeriggi in cui abbiamo scelto pamdenus per una pausa ottimo invece il servizio e la gentilezza per la colazione della mattina sono inoltre meravigliato di come il responsabile  referente del locale presente non abbia mosso un dito per porgere le opportune scuse o dare spiegazioni,melzideril,neg
2018-01-18,30,aperitivo in una cornice proprio carina,non è il luogo dove andare aspettandosi una mega happy hour come nella maggioranza dei locali milanesi però è carino il locale è una piccola perla arredato con gusto e sempre ordinato i ragazzi che lo gestiscono sono perfettamente in grado di presentare piatti e bevande mostrandoti il loro lato migliore sui drink non cè nulla da eccepire sono perfetti non è proprio a buon mercato ma direi che la location vale la candela sono tornatra più volte per affari con amici e mi sono sempre trovata bene lo consiglio,melzideril,neg
2018-01-10,10,da evitare,passi per caso e sembra carino e accogliente  ma mai entrarci  non sono assolutamente uno da complain facile ma questo posto merita assolutamente il dissenso un cocktail minuscolo aperitivo scarso e bambini che urlavano e prendevano da mangiare come se non avessero mai visto del cibo il servizio assolutamente freddo e poco raccomandabile il proprietario o colui che stava alla cassa molto indisciplinato e soprattutto se chiedi perché hai fretta non puoi fare aspettare 20 minuti perché devi parlare alla cassa capisco la voglia di confidarsi con gli amici ma quando sei di fronte ai clienti devi prestare attenzione non consiglio in nessun caso e mi dispiace perché la location sarebbe top  ma non è tutto oro quello che luccica buona fortuna per tutto,melzideril,neg
2018-01-09,40,bella atmosfera,il locale è carino ed intimo con una bella atmosfera ed ottima musica di sottofondo buoni sia i cocktail che i vini aperitivo non troppo ricco ma gustoso personale molto simpatico attento e discreto considerando la zona i prezzi si possono considerare nella media,melzideril,pos
2017-12-31,30,aperitivo buono ma troppo caro,laperitivo è molto buono e la location davvero bella ho dato solo 3 stelle perché il costo è davvero esagerato tutte le ordinazioni sono a prezzo pieno non viene applicato alcun ribasso alla seconda terza etc ordinazione presa dalla stessa persona 3 birre a 30 euro in poco più di 1 ora è mezza,melzideril,neg
2017-11-29,40,gentilezza top!,di solito scrivo recensioni dopo aver testato almeno la cucina di un locale ma in questo caso farò un eccezione sono arrivata al locale alle 2315 pensando restasse aperto fino a tardi volevamo solo bere un drink il ragazzo che ci ha accolto ci ha fatto presente che avrebbero chiuso alle 2330 vedendo la nostra perplessità e vedendo la serata di pioggia molto carinamente ci ha detto che avremmo potuto restare allinterno fin dopo la chiusura mentre loro nellarea area del locale avrebbero iniziato a pulire decidiamo di fermarci alle 2330 anche senza aver finito il nostro drink ci siamo alzati per togliere il disturbo ma lo stesso ragazzo ha continuato ad asserire che avremmo potuto restare senza problemi per quando mi riguarda lessere accolti con questa passione e gentilezza vale più di tutto tornerò sicuramente per aperitivocena grazie davvero al cameriere con un leggero accento straniero ho apprezzato davvero tanto,melzideril,pos
2017-11-17,10,triciclo vestito da ferrari,metti una sera a milano metti la voglia di un buon calice bollicinoso dopo cena metti quel nome accattivante e commercialmente azzeccato pandenus e zac ti ritrovi seduto ad un tavolino interno ad ordinare bollicine grazie non ne hanno molte ma il ferrari cè e fa sì che ti senta sicuro di una buona qualità un calice quindi magari anche un pochino abbondante le portiamo anche qualcosina di aperitivo da stuzzicare aperitivo alle 22 no grazie pochi avventori nel locale daltronde è un giovedì sera novembrino sarà quindi che lincasso langue ma alla richiesta del conto la signorina alla cassa cala il jolly 20 euro 20 euro per un calice magari appena un po abbondante ti guardi intorno ma la realtà è che sei in una qualsiasi via di milano non sullaltare del duomo indispettita la signorina ti rimanda al responsabile che appare dopo qualche minuto eh beh i clienti fastidiosi meglio farli aspettare con quel piglio di simpatia portami via queste sono le nostre regole dice spiegando che per loro un calice equivale a mezzo sorso umano forse uno intero canino il culmine della professionalità lo raggiungono proponendoti un ultimo assaggino offerto con estrema magnanimità anche no arrivederci anzi addio,melzideril,neg
2017-11-12,40,domenica originale,oggi siamo stati da pandenus per un brunch ci siamo trovati molto bene i quattro menù proposti sono particolari e ben fatti cè anche un menù per i bambini i prezzi non sono particolarmente economici ma accettabili il personale è stato molto gentile la cameriera che serviva il nostro tavolo quando ha finito il turno ci ha salutati ci torneremo sicuramente,melzideril,pos
2017-11-05,40,sempre una buona scelta,a due passi dallarco della pace pandenus in melzi deril si rivela essere sempre unottima scelta per il momento aperitivo drink a prezzi normali dagli 8 ai 12 circa buoni sia i classici sia quelli proposti nella lista speciale latmosfera è piacevole lo staff abbastanza adeguato migliorabile ad accompagnare la serata ci sono buonissime proposte a buffet fino alle 2130 circa pizza quella sottile con la rucola a mio parere è deliziosa insalate di cereali vari verdure polpettine di carne bruschette e patatine tutto buono lo consiglio sicuramente per una felice esperienza  inoltre è possibile ordinare piatti dalla carta comprare delizioso pane fresco e dolci di diverso tipo,melzideril,pos
2017-10-17,40,"carino, nella media",non conoscevo il locale mi ci ha portato mia figlia ho provato lofferta brunch che nelle sue 4 varianti è interessante se ti fanno accomodare in 4 su un tavolino sei abbastanza scomodo perché i piatti occupano tutto lo spazio abbastanza centellinata la disponibilità dei succhi ottimo il servizio,melzideril,pos
2017-10-12,20,da evitare,piccolo locale con tavoli ammucchiati pochi piatti disponibili  servizio frettoloso e distaccato prezzi elevati cibo nella media,melzideril,neg
2017-10-03,50,ottimo,ho letto le recensioni di questo locale e non sono assolutamente daccordo con ciò che dicono in moltiho dormito in un beb in zona e sono stato per quattro giorni sia per la colazione sia per il pranzoho trovato ottimi piattiottimo cappuccino e personale molto simpaticoemanuela è una ragazza dolcissima andate a scoprire pandenuse non ve ne pentirete,melzideril,pos
2017-10-03,50,aperitivo di compleanno,siamo stati ieri per un aperitivo di compleanno ci hanno riservato una zona e tutto è stato perfetto il locale è molto gradevole cibo e vino ottimi e il personale di grandissimo livello grazie una bella serata,melzideril,pos
2017-10-02,40,brunch,proposte molte carine per il brunch ci sono quattro proposte diverse tutte servite in un vassoio ti portano subito diversi tipi di pane con burro marmellata e nutella io ho scelto la proposta con il salmone e i gamberi cè anche linsalatina le uova una salsa allavocado dei toast il succo la tortina al cioccolato e il caffè tutto ottimo servizio molto carino posto bello prezzi giusti  euro 25 tutto compreso  non è il massimo vedere i camerieri che corrono forse quando il locale è tanto pieno ci vorrebbe unadue persone in più a dare una mano,melzideril,pos
2017-10-01,10,delusione (delusione reale),siamo arrivati li per un club sandwich e ci hanno obbligato a fare il brunch pessima esperienza dopo unora di attesa ora reale arriva il brunch che è stata una mediocre colazione allinglese non abbiamo gradito nulla di quello che comprendeva il menu la cosa piu spiacevole è stata far notare il bacon carbonizzato carbonizzato realmente si sono scusati ma non lo hanno sostituito salviamo dalle critiche caffè e succo di arancia e la simpatia delle ragazze che malgrado tutto ci hanno strappato un sorriso non sufficiente per tornarci,melzideril,neg
2017-09-18,10,maleducazione e poca attenzione al cliente,siamo stati da pandenus alle 1140 di domenica scorsa per una tarda colazione 5 adulti e due bimbi trattati con maleducazione e sfrontatezza perché avremmo utilizzato un tavolo per una ordinazione irrisoria rispetto al possibile brunch che avrebbe portato al locale 300 euro al posto di pochi euro per dei cappuccini e dei muffin con le cameriere che si chiamavano per sapere se potevano venderci il salato come se fosse una colpa perché dovevano buttarci fuori in tempo per i preziosi ospiti del brunch perché avrebbero avuto sgridate dal capo per aver accondisceso dei clienti posto che il locale era vuoto posto che se prendo un cappuccino e una briosche quanto pensavano saremmo rimasti credo che un cliente abbi pari dignità e che la freddezza e il modo con cui siamo stati accolti denoti un disinteresse a far tornare dei clienti non ne avranno bisogno ma se mi capitasse di fare dei brunch da 300 euro state sicuri che non andrò da pandenus,melzideril,neg
